pepA	azuC	crp	melR	prpR	rhaS	mtlR	zraR	fucR	ascG	lsrD	tnaA	mtlA	fucI	hofB	trxA	yhfA	malY	kbaZ	malK	cyaR	dadX	prpE	mtlD	agp	lsrC	araA	rhaD	entD	xseA	ykgR	glgA	hofC	fiu	modA	cirA	htpG	dksA	modC	gdhA	sfsA	zraP	dsdA	zraS	fbaA	agaV	fucA	glgS	fucU	glpE
0.9768775	0.2161659	1.0371367	1.1031944	0.4914350	0.7310809	0.8327818	0.7709156	0.8119125	0.9297924	0.4242382	1.0012197	0.6916904	1.0335442	1.0446024	0.2828781	0.8780232	0.0831243	0.9739410	1.0980017	0.6642320	1.0443841	1.1227436	0.5592892	0.7557068	0.5814945	1.0331571	1.0595361	0.9428854	0.4008297	0.0000000	1.0230865	0.9314413	0.5307785	0.5838911	1.0454495	0.4649213	0.9731127	0.9958917	0.2270157	0.6860679	1.0606206	1.0496498	1.0240085	0.8669855	0.9229366	1.0437387	0.7257147	0.6846456	1.0042291
1.0261567	0.1161084	0.9635899	0.9906499	0.5119214	0.7483201	0.8570131	0.8753204	0.8175179	0.9970073	0.6101317	0.9278974	0.6166151	1.0820883	1.0238299	0.2853981	0.8480276	0.0771549	1.0230797	1.0235584	0.6803068	1.0349047	1.0242614	0.5166378	0.8533906	0.5885577	1.0600002	1.0775641	1.0232488	0.3035479	0.8892976	0.0000000	1.0909448	0.5460329	0.6317469	0.9524710	0.5161226	1.0694410	1.0186928	0.1937710	0.6472301	1.0060973	0.9299497	1.0361424	0.9090680	0.9056463	0.9683963	0.8764448	0.7515033	0.9944909
0.9527589	0.1544417	1.0414384	0.9747732	0.5136567	0.7723481	0.8102699	0.8270490	0.8141642	1.0793730	0.5199643	1.0257021	0.6527811	1.0063390	0.9386869	0.3201764	0.8586172	0.0865485	0.9477034	1.0531309	0.6909492	1.0362262	1.0389380	0.5105012	0.7498836	0.6388685	0.9241287	1.0486663	1.0438281	0.2676026	1.0257878	0.9595628	0.0000000	0.5836268	0.5581601	1.0251063	0.5626117	1.0774251	1.0649272	0.1882332	0.7996774	0.9793741	1.0612243	0.9658372	0.8903087	0.9198742	0.9854621	0.7769082	0.6843323	1.0313199
1.0247219	0.1465550	1.0535682	0.9903840	0.5087796	0.6813391	0.8895033	0.8495173	0.8581262	0.9941275	0.4990451	0.9998789	0.6895436	1.0178284	0.9815421	0.3095554	0.9003825	0.0813114	0.9571504	1.0282816	0.7002197	1.0335067	0.9897518	0.6175433	0.8975563	0.6095590	1.0695301	1.0492624	1.0367017	0.3375886	0.9545972	0.9466387	0.9866605	0.0000000	0.6185202	1.1617059	0.4867247	1.0789416	0.9655449	0.1672885	0.7180103	0.9762322	1.0148430	1.0355554	0.9070685	0.9191403	1.0117161	0.8442086	0.7246407	0.9845110
0.9410514	0.1608413	1.0747752	0.9118708	0.5141519	0.7157576	0.8067698	0.8469348	0.8189546	1.0243719	0.5230938	0.9627593	0.6508596	1.0274925	0.8893417	0.3158208	0.8300672	0.0785834	0.9099105	1.0730878	0.6573932	0.9469716	0.9009338	0.5640886	0.7587508	0.5707482	1.0178357	1.0093063	0.9773290	0.3109160	0.9941172	1.0169743	1.0451185	0.5153702	0.0000000	1.0640988	0.4697265	1.0101192	0.9506783	0.1908463	0.7611225	0.8765831	1.0439127	1.0571769	0.9221614	0.9473699	0.9577563	0.7093157	0.7213339	0.9622130
0.9593845	0.1266169	1.0395291	1.0233428	0.5698215	0.7365979	0.7994415	0.8491740	0.8705294	1.0461466	0.5641699	0.9957603	0.6492274	0.9871256	1.0049517	0.2994371	0.8545611	0.0584164	0.9662301	1.0398502	0.7507852	1.0791302	0.9614186	0.5271684	0.9054993	0.6106550	1.1255909	1.0439826	1.0184248	0.2877696	0.9789196	1.0712900	0.9066622	0.6329962	0.5541737	0.0000000	0.4450126	1.0522460	1.0304363	0.2091504	0.7152520	1.0343274	1.0848237	1.0797194	0.9203505	0.8941733	1.0830044	0.8699301	0.8244748	0.9864290
1.0586659	0.1400184	1.0570519	1.0347519	0.5774826	0.7814216	0.8887858	0.8228663	0.8011594	1.0274541	0.5787434	0.9672220	0.6669653	1.0446294	0.9701473	0.2881205	0.8155657	0.0499418	0.9849896	1.1061533	0.8104956	1.0811890	1.0225159	0.4758649	0.8363372	0.5708258	1.0225045	0.9474155	1.0914168	0.2033611	1.1203161	1.0606612	0.9111908	0.6187364	0.6449425	0.9886073	0.0000000	1.0483220	1.1424244	0.1236386	0.6736200	0.9827534	1.0479888	1.0147154	0.9322949	0.9793248	0.9162306	0.7199810	0.7248692	0.9408614
0.9367762	0.1537852	1.0133246	1.0140980	0.5252729	0.6552879	0.8283512	0.8493899	0.7782415	0.9754269	0.5084073	0.9851713	0.7376061	1.0902669	1.0452878	0.3515976	0.8867968	0.0591277	0.9171290	0.9912231	0.7029583	0.9665921	1.0358890	0.5494207	0.7634574	0.6004037	1.0200822	1.0589256	1.0045363	0.3045636	1.0854012	0.8646626	0.9654542	0.5194250	0.5969572	1.0331051	0.4668540	0.0000000	1.0526103	0.1942063	0.7258297	1.0156063	1.0452457	1.0472764	0.8877555	0.8500707	0.9589865	0.7411245	0.7549182	0.9817726
0.9489148	0.1420898	0.9584180	1.0600811	0.5064251	0.7903015	0.9501022	0.8002985	0.7706302	0.9228199	0.5408381	0.9666774	0.7080468	0.9304056	0.9500737	0.2679706	0.8802455	0.0723276	0.9939168	1.0522044	0.6696053	1.0769774	0.9616871	0.5622765	0.8364755	0.6167803	1.0884580	1.0060014	0.9928241	0.2960958	0.9364278	1.0266028	0.9420394	0.5300615	0.6567504	0.9841672	0.4827994	0.9401678	0.0000000	0.2185238	0.7387036	1.0492620	1.0190662	1.0150406	0.9600757	0.8361095	0.8753762	0.8589178	0.7447112	1.0075892
1.0522588	0.1228655	1.0499296	1.0949330	0.5432749	0.6772910	0.8898429	0.8154019	0.8323083	1.0130430	0.5494266	0.9677571	0.6383211	1.0048304	1.0765527	0.3130377	0.8457113	0.0640002	1.0096943	0.9844131	0.6947950	0.9338111	0.9908993	0.5183945	0.8560041	0.5676693	0.9979521	1.0623006	0.9625368	0.3008222	1.0283336	1.0477827	0.9883616	0.5227706	0.6245663	1.0752567	0.4122413	0.9968832	0.9809667	0.0000000	0.7002028	1.0439279	1.0193900	0.9651822	0.9777561	0.9034735	0.9817856	0.7763646	0.7090303	1.0829916
0.9865956	0.1416978	0.9494665	1.0116552	0.5472870	0.6534697	0.8343983	0.8629911	0.8826185	0.9965132	0.5018982	0.9907528	0.6719782	0.9945286	0.9822641	0.3107443	0.9202935	0.0681077	0.9241758	1.0861344	0.7713887	1.0068513	1.0041050	0.5594385	0.8121977	0.6120971	1.0615060	1.0931946	0.9753400	0.3795849	1.0210289	0.9928964	0.9339034	0.5738361	0.5665847	1.0460346	0.4818517	0.9183064	1.0534751	0.1950046	0.0000000	1.1425141	0.9971727	0.9870881	0.9813681	0.9250281	0.9381143	0.8148655	0.7872193	1.0146718
0.9432908	0.1419715	1.1654633	1.0044342	0.5276318	0.7530256	0.9285926	0.7785864	0.7625229	0.9393372	0.5681105	1.0071451	0.6623786	1.0174742	0.9682035	0.3024666	0.9145070	0.0747705	0.9578099	0.9719038	0.7208905	0.9701613	1.0543525	0.5419870	0.7911017	0.6144142	0.9541538	1.0581420	0.9985394	0.2810403	1.0346624	0.9804217	1.0244889	0.6976672	0.6124084	0.9118324	0.5339015	1.0018722	0.9333811	0.2177124	0.7001918	0.0000000	1.0593887	0.9466024	0.9522763	0.9572599	1.0147478	0.7881547	0.7081383	0.9933035
1.0489284	0.1742956	1.0075018	0.9868866	0.5551122	0.7764578	0.9021918	0.8640509	0.7840977	1.0096762	0.5914799	1.0302951	0.6332955	0.9898177	1.0701319	0.2958241	0.8614952	0.0780690	0.9135951	0.9924713	0.7542900	0.8897588	1.0146860	0.5167878	0.8052019	0.6425038	0.9960691	1.1050909	0.9774790	0.2480809	0.9774097	1.1412340	0.9660649	0.5746537	0.6665002	1.0366987	0.5156550	0.9967067	1.0991341	0.1965368	0.7816118	0.9184667	0.0000000	0.9864756	0.9333247	0.9716151	1.0046854	0.8684938	0.8100324	1.0072827
